,X,Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,IT_cor_65,IT_cor,BL,Bl_cor,rndCoord.lon,rndCoord.lat,Climate,Cl_simp
245,443,Apoidea,ALLO-AUS-250,Australasia,Australia,LK,COFFS,COFFS_ S3R,30.01,153.13,0,19/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Male,0.1022,0.038672,1.06558932188477,1.54408453032082,4.9675764,4.683681895,22.087,13.56523499,153.25,-30.25,Cfa,C
246,444,Apoidea,ALLO-AUS-251,Australasia,Australia,LK,COFFS,COFFS_ B46,30,153.16,0,18/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp3,Female,0.0432,0.038672,1.0045382668823,0.309577713013809,1.4454566,1.362849479,8.8,5.404720781,153.25,-29.75,Cfa,C
247,445,Apoidea,ALLO-AUS-252,Australasia,Australia,LK,COFFS,COFFS_ FST,30,153.1,0,7/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_orbitum,Female,0.0503,0.038672,1.01169586799324,0.689944538070983,2.1144444,1.993604961,12.515,7.686372792,153.25,-29.75,Cfa,C
248,446,Apoidea,ALLO-AUS-253,Australasia,Australia,LK,COFFS,COFFS_9-10,30.01,153.15,0,20/9/17,Melaleuca,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_australica,Female,0.0628,0.038672,1.02442143544266,0.953303615333381,2.7515136,2.594265975,16.099,9.887568165,153.25,-30.25,Cfa,C
249,447,Apoidea,ALLO-AUS-254,Australasia,Australia,LK,COFFS,COFFS_B910,30.01,153.15,0,21/9/17,Vaccinium,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_ferricauda,Female,0.0494,0.038672,1.01078575132598,0.572392529211379,1.8799404,1.772502747,11.262,6.916814254,153.25,-30.25,Cfa,C
250,448,Apoidea,ALLO-AUS-255,Australasia,Australia,LK,COFFS,COFFS_ S3R,30.01,153.13,0,4/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0472,0.038672,1.00856446698176,0.584789381978525,1.9033908,1.794612968,11.773,7.230656563,153.25,-30.25,Cfa,C
251,449,Apoidea,ALLO-AUS-256,Australasia,Australia,LK,COFFS,COFFS_ S3R,30.01,153.13,0,19/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0456,0.038672,1.00695205410887,0.497217833121624,1.7437978,1.644140628,10.826,6.649034906,153.25,-30.25,Cfa,C
252,450,Apoidea,ALLO-AUS-257,Australasia,Australia,LK,COFFS,COFFS_ S3R,30.01,153.13,0,19/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0468,0.038672,1.00816112186937,0.614128866307925,1.9600626,1.848046003,12.321,7.567223266,153.25,-30.25,Cfa,C
253,451,Apoidea,ALLO-AUS-258,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,15/9/17,NA,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_australica,Female,0.0669,0.038672,1.02863018536957,0.976701968478526,2.8166536,2.655683256,17.843,10.95868556,153.25,-29.75,Cfa,C
254,452,Apoidea,ALLO-AUS-259,Australasia,Australia,LK,COFFS,COFFS_ FST,30,153.1,0,19/9/17,Dillwynia,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0488,0.038672,1.01017946178024,0.58067415027575,1.895574,1.787242895,11.511,7.069743285,153.25,-29.75,Cfa,C
255,453,Apoidea,ALLO-AUS-260,Australasia,Australia,LK,COFFS,COFFS_ FST,30,153.1,0,19/9/17,Dillwynia,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0468,0.038672,1.00816112186937,0.486703279391786,1.7255586,1.62694379,10.537,6.471538962,153.25,-29.75,Cfa,C
256,454,Apoidea,ALLO-AUS-261,Australasia,Australia,LK,COFFS,COFFS_ FST,30,153.1,0,19/9/17,Dillwynia,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_orbitum,Female,0.0498,0.038672,1.01119014650016,0.619432160113665,1.970485,1.857872768,11.862,7.285317943,153.25,-29.75,Cfa,C
257,455,Apoidea,ALLO-AUS-262,Australasia,Australia,LK,COFFS,COFFS_9-10,30.01,153.15,0,12/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp3,Female,0.0456,0.038672,1.00695205410887,0.490847191909095,1.732724,1.633699691,11.862,7.285317943,153.25,-30.25,Cfa,C
258,456,Apoidea,ALLO-AUS-263,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,18/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp3,Female,0.0433,0.038672,1.00463872573185,0.343689547632525,1.4956144,1.410140786,8.524,5.235209084,153.25,-29.75,Cfa,C
259,457,Apoidea,ALLO-AUS-264,Australasia,Australia,LK,COFFS,COFFS_ FST,30,153.1,0,19/9/17,Dillwynia,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0488,0.038672,1.01017946178024,0.641339199533421,2.0141288,1.899022347,11.66,7.161255035,153.25,-29.75,Cfa,C
260,458,Apoidea,ALLO-AUS-266,Australasia,Australia,LK,COFFS,COFFS_ FST,30,153.1,0,7/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0457,0.038672,1.00705275434921,0.52811400180833,1.7985154,1.695731145,11.218,6.88979065,153.25,-29.75,Cfa,C
261,459,Apoidea,ALLO-AUS-267,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,12/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0441,0.038672,1.00544275828257,0.399176995300807,1.5809478,1.490597424,11.947,7.337522633,153.25,-29.75,Cfa,C
262,460,Apoidea,ALLO-AUS-268,Australasia,Australia,LK,COFFS,COFFS_ FST,30,153.1,0,7/9/17,Dillwynia,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0465,0.038672,1.00785871889552,0.557029098479819,1.8512788,1.745479143,12.058,7.405695815,153.25,-29.75,Cfa,C
263,461,Apoidea,ALLO-AUS-269,Australasia,Australia,LK,COFFS,COFFS_ FST,30,153.1,0,7/9/17,Dillwynia,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0476,0.038672,1.00896797346447,0.509469703521476,1.765294,1.664408331,12.256,7.527302033,153.25,-29.75,Cfa,C
264,462,Apoidea,ALLO-AUS-270,Australasia,Australia,LK,COFFS,COFFS_ FST,30,153.1,0,7/9/17,Dillwynia,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0484,0.038672,1.00977547079911,0.591610691206932,1.9164188,1.806896425,12.096,7.429034382,153.25,-29.75,Cfa,C
265,463,Apoidea,ALLO-AUS-272,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,14/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0462,0.038672,1.00755640662896,0.581361199073245,1.8968768,1.78847124,12.124,7.446231221,153.25,-29.75,Cfa,C
266,464,Apoidea,ALLO-AUS-273,Australasia,Australia,LK,COFFS,COFFS_B910,30.01,153.15,0,14/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.043,0.038672,1.00433737931835,0.342818087621476,1.4943116,1.40891244,10.009,6.147255715,153.25,-30.25,Cfa,C
267,465,Apoidea,ALLO-AUS-274,Australasia,Australia,LK,COFFS,COFFS_FST,30,153.1,0,14/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0468,0.038672,1.00816112186937,0.490847191909095,1.732724,1.633699691,12.046,7.398325742,153.25,-29.75,Cfa,C
268,466,Apoidea,ALLO-AUS-275,Australasia,Australia,LK,COFFS,COFFS_B910,30.01,153.15,0,14/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp3,Female,0.0476,0.038672,1.00896797346447,0.511313021968187,1.768551,1.667479195,11.81,7.253380957,153.25,-30.25,Cfa,C
269,467,Apoidea,ALLO-AUS-276,Australasia,Australia,LK,COFFS,COFFS_B910,30.01,153.15,0,14/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0432,0.038672,1.0045382668823,0.291845945736783,1.420052,1.338896739,9.222,5.663901709,153.25,-30.25,Cfa,C
270,468,Apoidea,ALLO-AUS-277,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,1/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0482,0.038672,1.00957353589911,0.584104685282479,1.902088,1.793384623,11.795,7.244168365,153.25,-29.75,Cfa,C
271,469,Apoidea,ALLO-AUS-278,Australasia,Australia,LK,COFFS,COFFS_B910,30.01,153.15,0,14/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.041,0.038672,1.00233071189602,0.315419113137625,1.4539248,1.370833725,10.011,6.148484061,153.25,-30.25,Cfa,C
272,470,Apoidea,ALLO-AUS-280,Australasia,Australia,LK,COFFS,COFFS_ FST,30,153.1,0,7/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.046,0.038672,1.00735491549742,0.471104712830654,1.6988512,1.601762704,10.371,6.369586275,153.25,-29.75,Cfa,C
273,471,Apoidea,ALLO-AUS-281,Australasia,Australia,LK,COFFS,COFFS_B910,30.01,153.15,0,14/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0499,0.038672,1.01129127057092,0.585131554881687,1.9040422,1.795227141,12.134,7.452372949,153.25,-30.25,Cfa,C
274,472,Apoidea,ALLO-AUS-282,Australasia,Australia,LK,COFFS,COFFS_B910,30.01,153.15,0,14/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0422,0.038672,1.00353423071717,0.354088254440161,1.511248,1.424880933,9.968,6.12207463,153.25,-30.25,Cfa,C
275,473,Apoidea,ALLO-AUS-283,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,12/9/17,Pultanea,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_australica,Female,0.0719,0.038672,1.03378621563034,0.922043556202978,2.6668316,2.514423509,15.423,9.472387341,153.25,-29.75,Cfa,C
276,474,Apoidea,ALLO-AUS-284,Australasia,Australia,LK,COFFS,COFFS_B910,30.01,153.15,0,12/9/17,Lantana,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.047,0.038672,1.00836277425831,0.496096547535654,1.7418436,1.64229811,11.976,7.355333644,153.25,-30.25,Cfa,C
277,475,Apoidea,ALLO-AUS-285,Australasia,Australia,LK,COFFS,COFFS_FST,30,153.1,0,12/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0494,0.038672,1.01078575132598,0.625693508896949,1.9828616,1.869542052,12.672,7.782797924,153.25,-29.75,Cfa,C
278,476,Apoidea,ALLO-AUS-286,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,12/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Male,0.1235,0.038672,1.08852982346631,1.6580663124728,5.56732038,5.249150807,24.875,15.2775488,153.25,-29.75,Cfa,C
279,477,Apoidea,ALLO-AUS-287,Australasia,Australia,LK,COFFS,COFFS_B910,30.01,153.15,0,12/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.043,0.038672,1.00433737931835,0.314074123349235,1.4519706,1.368991207,10.099,6.202531269,153.25,-30.25,Cfa,C
280,478,Apoidea,ALLO-AUS-288,Australasia,Australia,LK,COFFS,COFFS_B910,30.01,153.15,0,12/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp3,Female,0.0424,0.038672,1.00373495763533,0.148568657000069,1.2304946,1.160172449,9.312,5.719177263,153.25,-30.25,Cfa,C
281,479,Apoidea,ALLO-AUS-289,Australasia,Australia,LK,COFFS,COFFS_FST,30,153.1,0,12/9/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.045,0.038672,1.00634806409153,0.471104712830654,1.6988512,1.601762704,11.553,7.095538543,153.25,-29.75,Cfa,C
282,480,Apoidea,ALLO-AUS-290,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,13/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.1622,0.038672,1.13148168558574,1.58531556785501,5.1766758,4.880831369,26.602,16.33822525,153.25,-29.75,Cfa,C
283,481,Apoidea,ALLO-AUS-291,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,13/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.148,0.038672,1.11552818358573,1.44404248035498,4.49466,4.23779243,24.337,14.94712382,153.25,-29.75,Cfa,C
284,482,Apoidea,ALLO-AUS-292,Australasia,Australia,LK,COFFS,COFFS_ S3R,30.01,153.13,0,19/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Male,0.1386,0.038672,1.10509134863408,1.65341042289503,5.5414598,5.224768146,25.178,15.46364316,153.25,-30.25,Cfa,C
285,483,Apoidea,ALLO-AUS-293,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,12/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Koptortosoma,Xylocopa_lieftincki,Female,0.27,0.038672,1.26027254105753,1.93572960414778,7.3490948,6.92909771,36.153,22.20418982,153.25,-29.75,Cfa,C
286,484,Apoidea,ALLO-AUS-294,Australasia,Australia,LK,COFFS,COFFS_ S3R,30.01,153.13,0,4/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Male,0.1236,0.038672,1.08863868189148,1.61860454142168,5.3519024,5.046043856,24.475,15.03187967,153.25,-30.25,Cfa,C
287,485,Apoidea,ALLO-AUS-295,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,13/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.1094,0.038672,1.07328925148524,1.48992988500953,4.7057136,4.436784423,23.721,14.56879337,153.25,-29.75,Cfa,C
288,486,Apoidea,ALLO-AUS-296,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,12/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.1388,0.038672,1.10531238900711,1.47021861568017,4.6138662,4.350186056,24.027,14.75673025,153.25,-29.75,Cfa,C
289,487,Apoidea,ALLO-AUS-297,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,13/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.114,0.038672,1.07823775487401,1.45039904613293,4.5233216,4.264816034,22.279,13.68315617,153.25,-29.75,Cfa,C
290,488,Apoidea,ALLO-AUS-298,Australasia,Australia,LK,COFFS,COFFS_ S3R,30.01,153.13,0,4/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Koptortosoma,Xylocopa_lieftincki,Female,0.2542,0.038672,1.24051671690491,1.8339279160744,6.637766,6.258420995,34.017,20.89231668,153.25,-30.25,Cfa,C
291,489,Apoidea,ALLO-AUS-299,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,13/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.154,0.038672,1.12224147241388,1.58001653940873,5.149317,4.85503611,23.554,14.46622651,153.25,-29.75,Cfa,C
292,490,Apoidea,ALLO-AUS-300,Australasia,Australia,LK,COFFS,COFFS_ B81,29.99,153.14,0,13/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.1558,0.038672,1.12426332618672,1.47921375709494,4.6555558,4.389493116,24.989,15.3475645,153.25,-29.75,Cfa,C
293,491,Apoidea,ALLO-AUS-301,Australasia,Australia,LK,KATHE,ManbullooREF055,14.62,132.45,0,19/6/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0409,0.038672,1.00223048383632,0.145387318929307,1.2265862,1.156487413,6.1,3.746454178,132.25,-14.75,Aw,A
294,492,Apoidea,ALLO-AUS-302,Australasia,Australia,LK,KATHE,Kings producersREF129,14.52,132.45,0,3/6/17,Mango,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp1,Female,0.0407,0.038672,1.00203005778283,0.0271394906873448,1.0897922,1.027511121,6.631,4.072579943,132.25,-14.75,Aw,A
295,493,Apoidea,ALLO-AUS-303,Australasia,Australia,LK,KATHE,ManbullooREF107,14.62,132.45,0,1/6/17,Mango,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0408,0.038672,1.00213026579892,0.0199408991087411,1.0819754,1.020141047,7.48,4.594012664,132.25,-14.75,Aw,A
296,494,Apoidea,ALLO-AUS-304,Australasia,Australia,LK,KATHE,ManbullooREF099,14.62,132.45,0,22/6/17,Mango,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_turneri,Male,0.0435,0.038672,1.00483967357111,0.461859655053846,1.6832176,1.587022557,9.262,5.688468622,132.25,-14.75,Aw,A
297,495,Apoidea,ALLO-AUS-305,Australasia,Australia,LK,KATHE,ManbullooREF044,14.62,132.45,0,19/6/17,Mango,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_micrerythrura,Male,0.0722,0.067166,1.00504669186601,0.661509564591622,2.055167,1.937715234,9.871,6.062499867,132.25,-14.75,Aw,A
298,496,Apoidea,ALLO-AUS-306,Australasia,Australia,LK,KATHE,ManbullooREF092,14.62,132.45,0,21/6/17,Mango,Hand,Apidae,Apinae,Apini,Apis,Apis,Apis_mellifera,Female,0.0594,0.038672,1.0209443170131,1.00430093776807,2.895473,2.729998167,16.692,10.25177264,132.25,-14.75,Aw,A
299,497,Apoidea,ALLO-AUS-307,Australasia,Australia,LK,KATHE,Kings producersREF136,14.52,132.45,0,3/6/17,Mango,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.08,0.067166,1.01291670922934,0.876058443026659,2.546974,2.401415711,13.429,8.247726746,132.25,-14.75,Aw,A
300,498,Apoidea,ALLO-AUS-308,Australasia,Australia,LK,KATHE,Kings producersREF142,14.52,132.45,0,12/6/17,Mango,Hand,Apidae,Apinae,Anthophorini,Amegilla,Notomegilla,Amegilla_aeruginosa,Female,0.0697,0.038672,1.03151438588498,1.17265209554625,3.426364,3.230549012,19.974,12.26748783,132.25,-14.75,Aw,A
301,499,Apoidea,ALLO-AUS-325,Australasia,Australia,LK,MAREE,MoroREF002,16.9,145.43,0,9/8/17,Mango,Hand,Apidae,Apinae,Apini,Apis,Apis,Apis_cerana,Female,0.0497,0.038672,1.01108903254129,0.805328587012032,2.3730502,2.237431569,13.586,8.344151878,145.25,-16.75,Aw,A
302,500,Apoidea,ALLO-AUS-326,Australasia,Australia,LK,MAREE,MoroREF001,16.9,145.43,0,9/8/17,Mango,Hand,Apidae,Apinae,Apini,Apis,Apis,Apis_cerana,Female,0.0512,0.038672,1.01260680413421,0.795397470626724,2.3495998,2.215321347,14.127,8.676419372,145.25,-16.75,Aw,A
303,501,Apoidea,ALLO-AUS-327,Australasia,Australia,LK,MAREE,CetinecREF043,16.99,145.46,0,14/8/17,Mango,Hand,Apidae,Apinae,Apini,Apis,Apis,Apis_mellifera,Female,0.0601,0.038672,1.02165922822475,1.04269930025797,3.0088166,2.836864237,16.655,10.22904825,145.25,-16.75,Aw,A
304,502,Apoidea,ALLO-AUS-328,Australasia,Australia,LK,MAREE,MarcelloREF056,16.9,145.43,0,14/8/17,Mango,Hand,Apidae,Apinae,Apini,Apis,Apis,Apis_mellifera,Female,0.0602,0.038672,1.02176139925603,0.979242678943451,2.823819,2.662439157,16.003,9.828607574,145.25,-16.75,Aw,A
305,503,Apoidea,ALLO-AUS-329,Australasia,Australia,LK,MAREE,MarcelloREF055,16.9,145.43,0,14/8/17,Mango,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp1,Female,0.0393,0.038672,1.00062819723329,0.0991960047434533,1.1712172,1.104282723,8.006,4.917067565,145.25,-16.75,Aw,A
306,504,Apoidea,ALLO-AUS-330,Australasia,Australia,LK,MAREE,MoroREF009,16.9,145.43,0,9/8/17,Mango,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp5,Female,0.0434,0.038672,1.00473919462778,0.49982928786824,1.7483576,1.648439838,10.842,6.658861671,145.25,-16.75,Aw,A
307,505,Apoidea,ALLO-AUS-331,Australasia,Australia,LK,MAREE,FeelyREF052,16.99,145.37,0,14/8/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0415,0.038672,1.00283200256419,0.225960952310094,1.3295074,1.253526717,6.488,3.98475323,145.25,-16.75,Aw,A
308,506,Apoidea,ALLO-AUS-332,Australasia,Australia,LK,MAREE,CetinecREF042,16.99,145.46,0,14/8/17,Mango,Hand,Apidae,Apinae,Anthophorini,Amegilla,Notomegilla,Amegilla_aeruginosa,Female,0.0701,0.038672,1.03192707417149,1.13190931219791,3.28957,3.101572721,18.253,11.21049641,145.25,-16.75,Aw,A
309,507,Apoidea,ALLO-AUS-337,Australasia,Australia,LK,KATHE,KatherineWM068_2017,14.54,132.13,0,1/8/17,Watermelon,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_flavoviridis,Female,0.0419,0.038672,1.00323321560248,0.303701989606615,1.4369884,1.354865232,8.986,5.518956925,132.25,-14.75,Aw,A
310,508,Apoidea,ALLO-AUS-338,Australasia,Australia,LK,KATHE,KatherineWM043_2017,14.54,132.13,0,29/7/17,Watermelon,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_flavoviridis,Female,0.0427,0.038672,1.00403612329522,0.425606669462974,1.6232888,1.530518657,9.312,5.719177263,132.25,-14.75,Aw,A
311,509,Apoidea,ALLO-AUS-339,Australasia,Australia,LK,KATHE,KatherineWM084_2017,14.56,132.48,0,3/8/17,Watermelon,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0456,0.038672,1.00695205410887,0.58581554964131,1.905345,1.796455487,10.819,6.644735696,132.25,-14.75,Aw,A
312,510,Apoidea,ALLO-AUS-340,Australasia,Australia,LK,KATHE,KatherineWM056_2017,14.56,132.48,0,31/7/17,Watermelon,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_turneri,Male,0.0424,0.038672,1.00373495763533,0.372029786351111,1.5386068,1.450676191,9.191,5.644862352,132.25,-14.75,Aw,A
313,511,Apoidea,ALLO-AUS-341,Australasia,Australia,LK,KATHE,KatherineWM016_2017,14.53,132.46,0,28/7/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0404,0.038672,1.00172949385234,0.0623750794593689,1.1288762,1.06436149,7.024,4.31394986,132.25,-14.75,Aw,A
314,512,Apoidea,ALLO-AUS-342,Australasia,Australia,LK,KATHE,KatherineWM014_2017,14.53,132.46,0,28/7/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0403,0.038672,1.00162932591143,0.103635524115026,1.1764284,1.109196106,8.147,5.003665932,132.25,-14.75,Aw,A
315,513,Apoidea,ALLO-AUS-343,Australasia,Australia,LK,KATHE,KatherineWM060_2017,14.56,132.48,0,31/7/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0029,0.002668,1.00023202691408,-0.0434343412285932,1.0155326,0.95749542,6.677,4.100831892,132.25,-14.75,Aw,A
316,514,Apoidea,ALLO-AUS-344,Australasia,Australia,LK,KATHE,KatherineWM059_2017,14.56,132.48,0,31/7/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0028,0.002668,1.00013200871238,-0.0243740432139841,1.0350746,0.975920605,6.922,4.251304232,132.25,-14.75,Aw,A
317,515,Apoidea,ALLO-AUS-345,Australasia,Australia,LK,KATHE,KatherineWM076_2017,14.56,132.48,0,3/8/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0031,0.002668,1.00043209332544,0.0372495977426044,1.100866,1.037952059,6.882,4.22673732,132.25,-14.75,Aw,A
318,516,Apoidea,ALLO-AUS-346,Australasia,Australia,LK,KATHE,ManbullooREF045,14.62,132.45,0,19/6/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0682,0.067166,1.0010345347623,0.0635284824702096,1.130179,1.065589836,6.142,3.772249436,132.25,-14.75,Aw,A
319,517,Apoidea,ALLO-AUS-347,Australasia,Australia,LK,KATHE,K15REF132,14.52,132.45,0,3/7/17,Mango,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.006,0.002668,1.00333755728257,-0.265135700250264,0.8135986,0.767101847,5.28,3.242832468,132.25,-14.75,Aw,A
320,518,Apoidea,ALLO-AUS-348,Australasia,Australia,LK,KATHE,ManbullooREF109,14.62,132.45,0,26/6/17,Mango,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp1,Female,0.04,0.038672,1.00132888218247,0.297335438175565,1.4278688,1.346266813,8.502,5.221697282,132.25,-14.75,Aw,A
