Taxa,Tag,Region,Country,Locality,Location,Latitude,Longitude,Pres.time,Col.Date,Plant,Col.method,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,BL,ITxBL
BEE,ALLO-AUS-03,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,11/5/17,Bidens pilosa,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0766,0.067166,0.009434,3.068,12.608,38.681344
BEE,ALLO-AUS-04,Australasia,Australia,COFFS,COFFSRoadside weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,australis,Female,0.0689,0.067166,0.001734,2.421,6.931,16.779951
BEE,ALLO-AUS-05,Australasia,Australia,COFFS,COFFSRoadside weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,bicolor,Female,0.0692,0.067166,0.002034,2.23,9.476,21.13148
BEE,ALLO-AUS-09,Australasia,Australia,COFFS,COFFSRoadside weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lassp1,Male,0.0699,0.067166,0.002734,2.392,9.422,22.537424
BEE,ALLO-AUS-11,Australasia,Australia,COFFS,COFFSRoadside weeds,-30,153.15,0,15/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,pulchra,Female,0.1088,0.067166,0.041634,5.61,19.909,111.68949
BEE,ALLO-AUS-12,Australasia,Australia,COFFS,COFFSRoadside weeds,-30,153.15,0,15/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,asserta,Female,0.0971,0.067166,0.029934,5.323,16.766,89.245418
BEE,ALLO-AUS-15,Australasia,Australia,COFFS,COFFSRoadside weeds,-30,153.15,0,15/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,brasp3,Female,0.0704,0.067166,0.003234,2.601,10.559,27.463959
BEE,ALLO-AUS-16,Australasia,Australia,COFFS,COFFSRoadside S4?,-30.02,153.12,0,11/5/17,NA,Vane,Apoidea,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,urbanus,Male,0.0005,0,0.0005,1.369,5.484,7.507596
BEE,ALLO-AUS-19,Australasia,Australia,COFFS,COFFSS1S ,-30.01,153.15,0,11/5/17,Pultanea,Hand,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,maculariformis,Male,0.0924,0.067166,0.025234,5.197,15.888,82.569936
BEE,ALLO-AUS-20,Australasia,Australia,COFFS,COFFSS1S,-30.01,153.15,0,11/5/17,Pultanea,Hand,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,maculariformis,Male,0.0888,0.067166,0.021634,5.118,15.803,80.879754
BEE,ALLO-AUS-23,Australasia,Australia,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,11/5/17,Pultanea,Hand,Apoidea,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,urbanus,Female,0.0018,0,0.0018,1.496,7.055,10.55428
BEE,ALLO-AUS-24,Australasia,Australia,COFFS,COFFSS1S,-30.01,153.15,0,11/5/17,Pultanea,Hand,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,maculariformis,Male,0.088,0.067166,0.020834,4.798,15.225,73.04955
BEE,ALLO-AUS-25,Australasia,Australia,COFFS,COFFSRoadside Weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,bicolor,Female,0.0703,0.067166,0.003134,2.254,10.517,23.705318
BEE,ALLO-AUS-26,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,11/5/17,NA,Vane,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lassp1,Male,0.0699,0.067166,0.002734,2.209,8.747,19.322123
BEE,ALLO-AUS-27,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,11/5/17,NA,Vane,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.073,0.067166,0.005834,2.683,11.688,31.358904
BEE,ALLO-AUS-31,Australasia,Australia,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,11/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,bicolor,Female,0.0702,0.067166,0.003034,1.866,8.994,16.782804
BEE,ALLO-AUS-32,Australasia,Australia,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,11/5/17,Bidens pilosa,Hand,Apoidea,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,urbanus,Female,0.0017,0,0.0017,1.619,6.955,11.260145
BEE,ALLO-AUS-34,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,11/5/17,Bidens pilosa,Hand,Apoidea,Colletidae,Hylaeinae,Halictina,Hylaeus,Propoisteron,primulipictus,Female,0.0695,0.067166,0.002334,1.823,7.863,14.334249
BEE,ALLO-AUS-35,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,15/5/17,Bidens pilosa,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0776,0.067166,0.010434,3.373,13.066,44.071618
BEE,ALLO-AUS-36,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,15/5/17,Bidens pilosa,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0762,0.067166,0.009034,3.506,11.219,39.333814
BEE,ALLO-AUS-37,Australasia,Australia,COFFS,COFFSRoadside weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lassp1,Male,0.0703,0.067166,0.003134,2.207,8.249,18.205543
BEE,ALLO-AUS-39,Australasia,Australia,COFFS,COFFSRoadside - S4,-30.02,153.12,0,11/5/17,Pultanea,Hand,Apoidea,Colletidae,Hylaeinae,Halictina,Hylaeus,Xenohylaeus,kelvini,Female,0.0757,0.067166,0.008534,3.134,11.802,36.987468
BEE,ALLO-AUS-42,Australasia,Australia,COFFS,COFFSFeatherstones,-30,153.1,0,16/5/17,NA,Vane,Apoidea,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,flavoviridis,Female,0.0701,0.067166,0.002934,2.674,10.936,29.242864
BEE,ALLO-AUS-43,Australasia,Australia,COFFS,COFFSFeatherstones,-30,153.1,0,16/5/17,NA,Vane,Apoidea,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,asserta,Female,0.1007,0.067166,0.033534,5.526,17.4,96.1524
BEE,ALLO-AUS-44,Australasia,Australia,COFFS,COFFSFeatherstones,-30,153.1,0,16/5/17,NA,Vane,Apoidea,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,amecing,Female,0.096,0.038672,0.057328,6.467,19.762,127.800854
BEE,ALLO-AUS-45,Australasia,Australia,COFFS,COFFSBean Plant,-29.94,153.13,0,25/5/17,Passiflora,Hand,Apoidea,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,urbanus,Female,0.0016,0,0.0016,1.726,6.853,11.828278
BEE,ALLO-AUS-46,Australasia,Australia,COFFS,COFFSMelaleuca - Caravan Pak,-29.98,153.23,0,22/5/17,Melaleuca,Vane,Apoidea,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,amecing,Female,0.156,0.096176,0.059824,6.583,21.7975,143.4929425
BEE,ALLO-AUS-48,Australasia,Australia,COFFS,COFFSBean Vine - Hardip,-30.01,153.11,0,23/5/17,Passiflora,Hand,Apoidea,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,bombylans,Female,0.2159,0.096176,0.119724,8.019,26.285,210.779415
BEE,ALLO-AUS-49,Australasia,Australia,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Pultanea,Hand,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,brasp3,Female,0.0697,0.067166,0.002534,2.251,10.381,23.367631
BEE,ALLO-AUS-50,Australasia,Australia,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Pultanea,Hand,Apoidea,Halictidae,Nomiinae,Nomiini,Nomia,Nomia,nomsp1,Female,0.0895,0.067166,0.022334,4.339,16.845,73.090455
BEE,ALLO-AUS-52,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,heriadiformis,Female,0.0748,0.067166,0.007634,2.965,11.666,34.58969
BEE,ALLO-AUS-53,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,tenuicincta,Female,0.0553,0.038672,0.016628,4.315,13.86,59.8059
BEE,ALLO-AUS-54,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,carbonaria,Female,0.0692,0.067166,0.002034,1.789,6.51,11.64639
BEE,ALLO-AUS-57,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lassp4,Male,0.0419,0.038672,0.003228,2.152,8.479,18.246808
BEE,ALLO-AUS-60,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Apoidea,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,urbanus,Male,0.0007,0,0.0007,1.299,4.708,6.115692
BEE,ALLO-AUS-61,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Apinae,Melectini,Thyreus,Thyreus,nitidulus,Male,0.0931,0.067166,0.025934,4.963,15.112,75.000856
BEE,ALLO-AUS-62,Australasia,Australia,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Pultanea,Hand,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,bicolor,Female,0.0426,0.038672,0.003928,2.421,11.165,27.030465
BEE,ALLO-AUS-65,Australasia,Australia,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,carbonaria,Female,0.0411,0.038672,0.002428,1.975,6.36,12.561
BEE,ALLO-AUS-66,Australasia,Australia,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,carbonaria,Female,0.0405,0.038672,0.001828,2.044,6.96,14.22624
BEE,ALLO-AUS-67,Australasia,Australia,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Pultanea,Hand,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,maculariformis,Female,0.1377,0.096176,0.041524,6.222,20.072,124.887984
BEE,ALLO-AUS-68,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Apoidea,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,lipsp3,Male,0.0789,0.067166,0.011734,3.606,13.586,48.991116
BEE,ALLO-AUS-70,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,urbanus,Female,0.0026,0,0.0026,1.645,7.235,11.901575
BEE,ALLO-AUS-73,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0766,0.067166,0.009434,3.322,13.482,44.787204
BEE,ALLO-AUS-74,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0755,0.067166,0.008334,3.319,10.998,36.502362
BEE,ALLO-AUS-75,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.045,0.038672,0.006328,3.066,10.687,32.766342
BEE,ALLO-AUS-76,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0467,0.038672,0.008028,3.353,13.441,45.067673
BEE,ALLO-AUS-77,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.047,0.038672,0.008328,3.161,11.659,36.854099
BEE,ALLO-AUS-78,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0466,0.038672,0.007928,3.232,12.506,40.419392
BEE,ALLO-AUS-79,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0469,0.038672,0.008228,3.269,12.247,40.035443
BEE,ALLO-AUS-80,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,flavoviridis,Female,0.0479,0.038672,0.009228,2.668,10.456,27.896608
BEE,ALLO-AUS-81,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0463,0.038672,0.007628,3.106,11.594,36.010964
BEE,ALLO-AUS-82,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,sphecodoides,Female,0.0727,0.067166,0.005534,2.676,10.315,27.60294
BEE,ALLO-AUS-83,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0481,0.038672,0.009428,2.995,11.173,33.463135
BEE,ALLO-AUS-84,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0471,0.038672,0.008428,3.124,11.823,36.935052
BEE,ALLO-AUS-85,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0772,0.067166,0.010034,2.794,11.704,32.700976
BEE,ALLO-AUS-86,Australasia,Australia,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.076,0.067166,0.008834,3.118,12.086,37.684148
BEE,ALLO-AUS-89,Australasia,Australia,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,N-Yell_Gully,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0444,0.038672,0.005728,2.916,11.068,32.274288
BEE,ALLO-AUS-90,Australasia,Australia,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,N-Yell_second Ridge,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,leichardti,Male,0.0728,0.067166,0.005634,2.811,11.02,30.97722
BEE,ALLO-AUS-91,Australasia,Australia,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,N-Yell_second Ridge,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,leichardti,Male,0.0726,0.067166,0.005434,2.48,11.579,28.71592
BEE,ALLO-AUS-93,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,23/5/17,Passiflora,Hand,Apoidea,Colletidae,Colletinae,Paracolletini,Leioproctus,Exleycolletes,flavomaculatus,Male,0.0445,0.038672,0.005828,2.798,13.7186,38.3846428
BEE,ALLO-AUS-95,Australasia,Australia,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,N-Yell-Gully,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,leichardti,Female,0.0473,0.038672,0.008628,3.11,11.606,36.09466
BEE,ALLO-AUS-98,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,23/5/17,Bidens pilosa,Hand,Apoidea,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,australica,Male,0.0865,0.067166,0.019334,4.497,16.451,73.980147
BEE,ALLO-AUS-99,Australasia,Australia,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,N-Yell,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,leichardti,Male,0.045,0.038672,0.006328,3.144,12.118,38.098992
BEE,ALLO-AUS-100,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,23/5/17,Bidens pilosa,Hand,Apoidea,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,carbonaria,Female,0.0404,0.038672,0.001728,1.974,6.708,13.241592
BEE,ALLO-AUS-102,Australasia,Australia,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,N-Yell-Gully,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0562,0.038672,0.017528,3.296,14.117,46.529632
BEE,ALLO-AUS-106,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apoidea,Colletidae,Colletinae,Paracolletini,Leioproctus,Exleycolletes,flavomaculatus,Male,0.046,0.038672,0.007328,3.033,12.832,38.919456
BEE,ALLO-AUS-107,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apoidea,Colletidae,Colletinae,Paracolletini,Leioproctus,Exleycolletes,flavomaculatus,Male,0.0453,0.038672,0.006628,2.702,11.645,31.46479
BEE,ALLO-AUS-108,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apoidea,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,bombylans,Female,0.1817,0.096176,0.085524,6.941,20.747,144.004927
BEE,ALLO-AUS-112,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,bicolor,Female,0.0438,0.038672,0.005128,2.713,11.228,30.461564
BEE,ALLO-AUS-115,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,25/5/17,Vine,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.047,0.038672,0.008328,2.998,11.396,34.165208
BEE,ALLO-AUS-120,Australasia,Australia,COFFS,COFFSSherwood,-30.04,153.15,0,31/5/17,NA,Vane,Apoidea,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,urbanus,Female,0.0008,0,0.0008,1.477,6.041,8.922557
BEE,ALLO-AUS-121,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apoidea,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,bombylans,Female,0.1916,0.096176,0.095424,7.867,24.292,191.105164
BEE,ALLO-AUS-122,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apoidea,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,bombylans,Female,0.1867,0.096176,0.090524,7.613,23.6409,179.9781717
BEE,ALLO-AUS-124,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apoidea,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,australica,Male,0.0586,0.038672,0.019928,4.403,16.776,73.864728
BEE,ALLO-AUS-125,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,25/5/17,Vine,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0446,0.038672,0.005928,2.918,11.334,33.072612
BEE,ALLO-AUS-126,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0438,0.038672,0.005128,2.727,11.199,30.539673
BEE,ALLO-AUS-127,Australasia,Australia,COFFS,COFFSKangaroo,-30.03,153.18,0,30/5/17,NA,Vane,Apoidea,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,amecing,Female,0.161,0.096176,0.064824,6.523,20.469,133.519287
BEE,ALLO-AUS-128,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apoidea,Colletidae,Colletinae,Paracolletini,Leioproctus,Exleycolletes,flavomaculatus,Male,0.0449,0.038672,0.006228,2.867,11.844,33.956748
BEE,ALLO-AUS-129,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,25/5/17,Vine,Hand,Apoidea,Colletidae,Hylaeinae,Halictina,Hylaeus,Euprosopoides,rotundiceps,Female,0.0476,0.038672,0.008928,3.214,11.845,38.06983
BEE,ALLO-AUS-130,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apoidea,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,australica,Male,0.0597,0.038672,0.021028,4.463,16.3,72.7469
BEE,ALLO-AUS-131,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,25/5/17,Farmers Friend,Hand,Apoidea,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,australica,Male,0.0621,0.038672,0.023428,4.363,15.694,68.472922
BEE,ALLO-AUS-132,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,31/5/17,NA,Vane,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0465,0.038672,0.007828,3.071,11.821,36.302291
BEE,ALLO-AUS-133,Australasia,Australia,COFFS,COFFSHardip,-30.01,153.11,0,31/5/17,NA,Vane,Apoidea,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,urbanus,Female,0.0019,0,0.0019,1.652,6.552,10.823904
BEE,ALLO-AUS-139,Australasia,Australia,COFFS,COFFSPonds,-30.01,153.1,0,8/5/17,NA,Vane,Apoidea,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,carbonaria,Female,0.0015,0,0.0015,1.784,6.625,11.819
BEE,ALLO-AUS-140,Australasia,Australia,COFFS,COFFSRoadside Weeds,-30,153.15,0,8/5/17,Bidens pilosa,Hand,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lassp2,Male,0.0023,0,0.0023,2.006,8.236,16.521416
BEE,ALLO-AUS-141,Australasia,Australia,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,8/5/17,NA,Vane,Apoidea,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,urbanus,Female,0.00095,0,0.00095,1.561,6.467,10.094987
BEE,ALLO-AUS-141-2,Australasia,Australia,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,8/5/17,NA,Vane,Apoidea,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,urbanus,Female,0.00095,0,0.00095,1.547,6.016,9.306752
BEE,ALLO-AUS-142,Australasia,Australia,COFFS,COFFSFeatherstones,-30,153.1,0,8/5/17,NA,Vane,Apoidea,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,australis,Female,0.0018,0,0.0018,2.219,6.5,14.4235
BEE,ALLO-AUS-143,Australasia,Australia,COFFS,COFFSPonds,-30.01,153.1,0,8/5/17,NA,Vane,Apoidea,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,carbonaria,Female,0.0014,0,0.0014,1.772,6.071,10.757812
BEE,ALLO-AUS-144,Australasia,Australia,COFFS,COFFSFeatherstones,-30,153.1,0,8/5/17,NA,Vane,Apoidea,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,australis,Female,0.0023,0,0.0023,2.266,6.231,14.119446
BEE,ALLO-AUS-145,Australasia,Australia,COFFS,COFFSFeatherstones,-30,153.1,0,2/5/17,NA,Vane,Apoidea,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,australis,Female,0.0026,0,0.0026,2.259,6.516,14.719644
BEE,ALLO-AUS-146,Australasia,Australia,COFFS,COFFSPonds,-30.01,153.1,0,4/5/17,NA,Vane,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lassp2,Female,0.003,0,0.003,1.82,7.975,14.5145
BEE,ALLO-AUS-147,Australasia,Australia,COFFS,COFFSPonds,-30.01,153.1,0,2/5/17,NA,Vane,Apoidea,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,australis,Female,0.0023,0,0.0023,2.153,6.483,13.957899
BEE,ALLO-AUS-148,Australasia,Australia,COFFS,COFFSPonds,-30.01,153.1,0,3/5/17,NA,Vane,Apoidea,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,carbonaria,Female,0.0016,0,0.0016,2.005,6.594,13.22097
BEE,ALLO-AUS-149,Australasia,Australia,COFFS,COFFSPonds,-30.01,153.1,0,3/5/17,NA,Vane,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,hemichalceum,Female,0.0015,0,0.0015,1.666,7.093,11.816938
BEE,ALLO-AUS-150,Australasia,Australia,COFFS,COFFSPonds,-30.01,153.1,0,2/5/17,NA,Vane,Apoidea,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,australis,Female,0.0023,0,0.0023,2.249,6.628,14.906372
BEE,ALLO-AUS-151,Australasia,Australia,COFFS,COFFSFeatherstones,-30,153.1,0,8/5/17,NA,Vane,Apoidea,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,carbonaria,Female,0.0014,0,0.0014,1.725,6.017,10.379325
BEE,ALLO-AUS-152,Australasia,Australia,COFFS,COFFSPonds,-30.01,153.1,0,8/5/17,NA,Vane,Apoidea,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,australis,Female,0.0023,0,0.0023,2.171,6.279,13.631709
BEE,ALLO-AUS-153,Australasia,Australia,COFFS,COFFSPonds,-30.01,153.1,0,8/5/17,NA,Vane,Apoidea,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,australis,Female,0.0021,0,0.0021,1.999,5.936,11.866064
BEE,ALLO-AUS-157,Australasia,Australia,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,9/5/17,NA,Vane,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,lanarium,Female,0.0799,0.067166,0.012734,3.207,13.297,42.643479
