Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,BL,Bl_cor
Apoidea,ALLO-GER-309,Europe,Germany,LK,Wurzberg,Bergtheim2,49.896189,10.045694,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1419,0.036904,0.104996,4.028909,17.053,10.47348903
Apoidea,ALLO-GER-310,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0916,0.036904,0.054696,3.8536824,16.336,10.03312712
Apoidea,ALLO-GER-313,Europe,Germany,LK,Wurzberg,Bergtheim3,49.902308,10.057294,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1045,0.036904,0.067596,4.0530108,23.294,14.30654158
Apoidea,ALLO-GER-316,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0998,0.036904,0.062896,4.0927462,21.188,13.01309363
Apoidea,ALLO-GER-317,Europe,Germany,LK,Wurzberg,Opferbaum1,49.368497,10.069681,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0903,0.036904,0.053396,3.9448784,18.628,11.44081122
Apoidea,ALLO-GER-318,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0966,0.036904,0.059696,3.8732244,21.539,13.22866828
Apoidea,ALLO-GER-319,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1262,0.036904,0.089296,3.967026,21.453,13.17584942
Apoidea,ALLO-GER-320,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1108,0.036904,0.073896,3.895372,23.974,14.72417909
Apoidea,ALLO-GER-321,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0914,0.036904,0.054496,3.8165526,19.023,11.68340948
Apoidea,ALLO-GER-322,Europe,Germany,LK,Wurzberg,Opferbaum3,49.912992,10.067944,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0719,0.036904,0.034996,3.6797586,17.729,10.88866985
Apoidea,ALLO-GER-324,Europe,Germany,LK,Wurzberg,Opferbaum2,49.916336,10.065003,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0989,0.036904,0.061996,4.0041558,20.549,12.6206372
Apoidea,ALLO-GER-325,Europe,Germany,LK,Wurzberg,Opferbaum5,49.925831,10.094319,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0809,0.036904,0.043996,3.6465372,16.076,9.87344219
Apoidea,ALLO-GER-326,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1656,0.036904,0.128696,4.4340798,23.918,14.68978541
Apoidea,ALLO-GER-328,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0859,0.036904,0.048996,4.0341202,19.949,12.25213351
Apoidea,ALLO-GER-329,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1056,0.036904,0.068696,3.5221198,20.035,12.30495237
Apoidea,ALLO-GER-330,Europe,Germany,LK,Wurzberg,Bergtheim2,49.896189,10.045694,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0972,0.036904,0.060296,4.0719014,19.816,12.17044852
Apoidea,ALLO-GER-331,Europe,Germany,LK,Wurzberg,Bergtheim1,49.900486,10.053631,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0866,0.036904,0.049696,3.3827202,18.017,11.06555163
Apoidea,ALLO-GER-332,Europe,Germany,LK,Wurzberg,Prosselsheim2,49.871225,10.131019,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0892,0.036904,0.052296,4.1546292,19.327,11.87011801
Apoidea,ALLO-GER-333,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0898,0.036904,0.052896,3.7168884,17.925,11.00904773
Apoidea,ALLO-GER-336,Europe,Germany,LK,Wurzberg,Opferbaum5,49.925831,10.094319,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0755,0.036904,0.038596,3.5234226,16.918,10.3905757
Apoidea,ALLO-GER-337,Europe,Germany,LK,Wurzberg,Bergtheim2,49.896189,10.045694,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1541,0.036904,0.117196,4.3598202,19.895,12.21896817
Apoidea,ALLO-GER-338,Europe,Germany,LK,Wurzberg,Opferbaum2,49.916336,10.065003,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0763,0.036904,0.039396,3.1677582,17.89,10.98755168
Apoidea,ALLO-GER-339,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1013,0.036904,0.064396,3.8634534,20.862,12.81287329
Apoidea,ALLO-GER-340,Europe,Germany,LK,Wurzberg,Bergtheim2,49.896189,10.045694,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1153,0.036904,0.078396,4.1552806,19.002,11.67051185
Apoidea,ALLO-GER-341,Europe,Germany,LK,Wurzberg,Hausen1,49.938633,10.022767,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0957,0.036904,0.058796,3.3312596,21.786,13.38036897
Apoidea,ALLO-GER-342,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1162,0.036904,0.079296,4.0425884,16.235,9.971095668
Apoidea,ALLO-GER-347,Europe,Germany,LK,Wurzberg,Opferbaum5,49.925831,10.094319,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0735,0.036904,0.036596,3.1143434,15.606,9.584780966
Apoidea,ALLO-GER-350,Europe,Germany,LK,Wurzberg,Prosselsheim3,49.861344,10.1095,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0898,0.036904,0.052896,3.5872598,19.101,11.73131496
Apoidea,ALLO-GER-355,Europe,Germany,LK,Wurzberg,Bergtheim2,49.896189,10.045694,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.127,0.036904,0.090096,3.9331532,24.516,15.05706076
Apoidea,ALLO-GER-358,Europe,Germany,LK,Wurzberg,Opferbaum2,49.916336,10.065003,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0829,0.036904,0.045996,3.2166132,20.425,12.54447977
Apoidea,ALLO-GER-368,Europe,Germany,LK,Wurzberg,Prosselsheim1,49.868039,10.135947,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0841,0.036904,0.047196,3.4902012,20.05,12.31416496
Apoidea,ALLO-GER-369,Europe,Germany,LK,Wurzberg,Bergtheim3,49.902308,10.057294,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0927,0.036904,0.055796,4.5448178,19.984,12.27362955
Apoidea,ALLO-GER-370,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0815,0.036904,0.044596,3.1827404,17.667,10.85059114
Apoidea,ALLO-GER-371,Europe,Germany,LK,Wurzberg,Hausen1,49.938633,10.022767,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1233,0.036904,0.086396,4.2497336,22.621,13.89320327
Apoidea,ALLO-GER-373,Europe,Germany,LK,Wurzberg,Bergtheim3,49.902308,10.057294,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1044,0.036904,0.067496,4.1376928,23.027,14.14255743
Apoidea,ALLO-GER-374,Europe,Germany,LK,Wurzberg,Prosselsheim4,49.850392,10.113375,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0696,0.036904,0.032696,3.2257328,16.907,10.3838198
Apoidea,ALLO-GER-375,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1003,0.036904,0.063396,4.295983,19.782,12.14956665
Apoidea,ALLO-GER-376,Europe,Germany,LK,Wurzberg,Bergtheim3,49.902308,10.057294,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.094,0.036904,0.057096,3.6973464,21.17,13.00203851
Apoidea,ALLO-GER-377,Europe,Germany,LK,Wurzberg,Rieden2,49.937231,10.057994,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0949,0.036904,0.057996,3.983311,20.911,12.84296776
Apoidea,ALLO-GER-380,Europe,Germany,LK,Wurzberg,Hausen1,49.938633,10.022767,14,17/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0998,0.036904,0.062896,4.0588734,21.354,13.11504631
Apoidea,ALLO-GER-381,Europe,Germany,LK,Wurzberg,Bergtheim2,49.896189,10.045694,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.083,0.036904,0.046096,3.5084404,18.532,11.38185063
Apoidea,ALLO-GER-384,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.124,0.036904,0.087096,4.0634332,23.897,14.67688778
Apoidea,ALLO-GER-386,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,17/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0957,0.036904,0.058796,3.8862524,21.989,13.50504605
Apoidea,ALLO-GER-387,Europe,Germany,LK,Wurzberg,Rieden2,49.937231,10.057994,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0772,0.036904,0.040296,3.5800944,19.554,12.00953524
Apoidea,ALLO-GER-389,Europe,Germany,LK,Wurzberg,Hausen1,49.938633,10.022767,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0961,0.036904,0.059196,3.537102,18.909,11.61339378
Apoidea,ALLO-GER-390,Europe,Germany,LK,Wurzberg,Opferbaum1,49.368497,10.069681,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0992,0.036904,0.062296,3.7305678,21.048,12.92710943
Apoidea,ALLO-GER-391,Europe,Germany,LK,Wurzberg,Opferbaum2,49.916336,10.065003,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0736,0.036904,0.036696,3.7546696,16.115,9.89739493
Apoidea,ALLO-GER-393,Europe,Germany,LK,Wurzberg,Bergtheim2,49.896189,10.045694,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1101,0.036904,0.073196,4.4920544,23.985,14.73093499
Apoidea,ALLO-GER-394,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0874,0.036904,0.050496,4.0784154,18.475,11.34684278
Apoidea,ALLO-GER-395,Europe,Germany,LK,Wurzberg,Prosselsheim4,49.850392,10.113375,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1046,0.036904,0.067696,4.0686444,20.823,12.78892055
Apoidea,ALLO-GER-396,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0825,0.036904,0.045596,3.6465372,18.298,11.23813419
Apoidea,ALLO-GER-398,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0991,0.036904,0.062196,4.1487666,21.404,13.14575495
Apoidea,ALLO-GER-399,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,17/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0939,0.036904,0.056996,4.3077082,22.108,13.57813262
Apoidea,ALLO-GER-400,Europe,Germany,LK,Wurzberg,Opferbaum2,49.916336,10.065003,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0921,0.036904,0.055196,3.8445628,19.726,12.11517297
Apoidea,ALLO-GER-401,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1088,0.036904,0.071896,4.3292044,22.126,13.58918773
Apoidea,ALLO-GER-402,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1263,0.036904,0.089396,4.061479,22.679,13.92882529
Apoidea,ALLO-GER-403,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0955,0.036904,0.058596,3.947484,20.992,12.89271575
Apoidea,ALLO-GER-407,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1011,0.036904,0.064196,3.9129598,23.213,14.25679358
Apoidea,ALLO-GER-409,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0634,0.036904,0.026496,2.937814,15.552,9.551615634
Apoidea,ALLO-GER-410,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1287,0.036904,0.091796,4.3239932,24.266,14.90351755
Apoidea,ALLO-GER-411,Europe,Germany,LK,Wurzberg,Rieden2,49.937231,10.057994,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0996,0.036904,0.062696,3.71298,25.282,15.52751713
Apoidea,ALLO-GER-412,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.07,0.036904,0.033096,3.5130002,16.296,10.00856021
Apoidea,ALLO-SWI-356,Europe,Switzerland,LC,Zurich,Wadi r5,47.3769,8.5417,NA,27/8/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Male,0.06938,0.031179,0.038201,4.156,NA,NA
Apoidea,IRE20170002,Europe,Ireland,LR,DUBLIN,South DublinRTE 1,53.31,-6.22,0,12/7/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1356,0.046966667,0.088633333,5.4,15,15
Apoidea,IRE20170006,Europe,Ireland,LR,DUBLIN,South DublinUCD 2,53.31,-6.23,0,12/7/17,Hypochaeris radicata,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Male,0.1053,0.046966667,0.058333333,4.2,12.9,12.9
Apoidea,IRE20170010,Europe,Ireland,LR,DUBLIN,South DublinRTE 3,53.31,-6.22,0,12/7/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.1215,0.046966667,0.074533333,5.5,14.7,14.7
Apoidea,IRE20170058,Europe,Ireland,LR,DUBLIN,South DublinUCD 4,53.31,-6.23,0,3/8/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Female,0.0745,0.046966667,0.027533333,3.8,10.4,10.4
Apoidea,IRE20170148,Europe,Ireland,LR,DUBLIN,South DublinGNI 1,53.29,-6.42,0,21/7/17,Cirsium vulgare,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Male,0.1209,0.046966667,0.073933333,5.5,12,12
Apoidea,IRE20170611,Europe,Ireland,LR,DUBLIN,South DublinUCD 4,53.31,-6.23,0,17/7/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Male,0.1054,0.037233333,0.068166667,5.5,15.1,15.1
Apoidea,BRIS_024,Europe,Britain,LK,BRISTOL,Royal Fort Gardens,51.46,-2.6,0,11/8/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0871,0.058,0.0291,3.1110864,16.615,10.20448134
Apoidea,BRIS_038,Europe,Britain,LK,BRISTOL,Royal Fort Gardens,51.46,-2.6,0,11/8/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Male,0.0872,0.06,0.0272,3.3182316,14.888,9.143804885
Apoidea,BRIS_039,Europe,Britain,LK,BRISTOL,Royal Fort Gardens,51.46,-2.6,0,11/8/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0903,0.059,0.0313,3.3814174,15.617,9.591536867
Apoidea,BRIS_040,Europe,Britain,LK,BRISTOL,Royal Fort Gardens,51.46,-2.6,0,11/8/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0986,0.06,0.0386,3.5064862,17.939,11.01764615
Apoidea,BRIS_044,Europe,Britain,LK,BRISTOL,Stoke Bishop Halls,51.48,-2.62,0,15/8/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Male,0.1043,0.059,0.0453,3.8504254,16.337,10.03374129
Apoidea,BRIS_045,Europe,Britain,LK,BRISTOL,Stoke Bishop Halls,51.48,-2.62,0,15/8/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0994,0.059,0.0404,3.5644608,18.22,11.19022871
Apoidea,BRIS_046,Europe,Britain,LK,BRISTOL,Stoke Bishop Halls,51.48,-2.62,0,15/8/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1361,0.06,0.0761,4.6405736,23.717,14.56633668
Apoidea,BRIS_047,Europe,Britain,LK,BRISTOL,Stoke Bishop Halls,51.48,-2.62,0,15/8/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0921,0.057,0.0351,3.5123488,15.608,9.586009312
Apoidea,BRIS_048,Europe,Britain,LK,BRISTOL,Stoke Bishop Halls,51.48,-2.62,0,15/8/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0939,0.059,0.0349,3.1651526,16.86,10.35495368
Apoidea,BRIS_049,Europe,Britain,LK,BRISTOL,Stoke Bishop Halls,51.48,-2.62,0,15/8/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1132,0.059,0.0542,3.924685,19.184,11.7822913
Apoidea,BRIS_050,Europe,Britain,LK,BRISTOL,Stoke Bishop Halls,51.48,-2.62,0,15/8/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1036,0.06,0.0436,3.6041962,17.664,10.84874862
Apoidea,ALLO-GER-237,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.17,0.036904,0.130096,5.1805842,25.093,15.41143847
Apoidea,ALLO-GER-241,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,17/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1475,0.036904,0.110596,4.8346908,24.73,15.18849374
Apoidea,ALLO-GER-243,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1556,0.036904,0.118696,5.1336834,24.014,14.748746
Apoidea,ALLO-GER-247,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1587,0.036904,0.121796,4.895271,22.77,13.98471502
Apoidea,ALLO-GER-253,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1719,0.036904,0.134996,5.2066402,25.143,15.44214711
Apoidea,ALLO-GER-254,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,17/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.163,0.036904,0.126096,5.149317,26.508,16.28049301
Apoidea,ALLO-GER-257,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0649,0.036904,0.027996,3.3950968,15.752,9.674450198
Apoidea,ALLO-GER-258,Europe,Germany,LK,Wurzberg,Opferbaum1,49.368497,10.069681,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1791,0.036904,0.142196,5.168859,27.413,16.83631941
Apoidea,ALLO-GER-259,Europe,Germany,LK,Wurzberg,Rieden2,49.937231,10.057994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0768,0.036904,0.039896,3.9031888,15.869,9.746308417
Apoidea,ALLO-GER-260,Europe,Germany,LK,Wurzberg,Opferbaum2,49.916336,10.065003,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0652,0.036904,0.028296,3.250486,15.454,9.491426698
Apoidea,ALLO-GER-269,Europe,Germany,LK,Wurzberg,Opferbaum2,49.916336,10.065003,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0826,0.036904,0.045696,3.2550458,19.065,11.70920474
Apoidea,ALLO-GER-275,Europe,Germany,LK,Wurzberg,Bergtheim3,49.902308,10.057294,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.076,0.036904,0.039096,3.3683894,15.149,9.30410399
Apoidea,ALLO-GER-288,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0938,0.036904,0.056896,4.2555962,21.05,12.92833778
Apoidea,ALLO-GER-315,Europe,Germany,LK,Wurzberg,Prosselsheim2,49.871225,10.131019,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1649,0.036904,0.127996,5.2971848,28.392,17.43759459
Apoidea,ALLO-GER-349,Europe,Germany,LK,Wurzberg,Bergtheim3,49.902308,10.057294,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1428,0.036904,0.105896,4.7702022,27.224,16.72024074
Apoidea,ALLO-GER-351,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1577,0.036904,0.120796,4.9721362,29.225,17.94920055
Apoidea,ALLO-GER-352,Europe,Germany,LK,Wurzberg,Bergtheim3,49.902308,10.057294,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1232,0.036904,0.086296,4.0751584,24.498,15.04600565
Apoidea,ALLO-GER-356,Europe,Germany,LK,Wurzberg,Bergtheim1,49.900486,10.053631,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1398,0.036904,0.102896,4.3174792,27.332,16.78657141
Apoidea,ALLO-GER-359,Europe,Germany,LK,Wurzberg,Prosselsheim1,49.868039,10.135947,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.0865,0.036904,0.049596,3.7266594,19.805,12.16369262
