Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,IT_cor_65,IT_cor,BL,Bl_cor
Apoidea,ALLO-AUS-91,Australasia,Australia,LK,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,N-Yell_second Ridge,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,Lasioglossum_leichardti,Male,0.0726,0.067166,0.005434,2.48,1.615472,1.523148584,11.579,7.111507036
Apoidea,ALLO-AUS-93,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,23/5/17,Passiflora,Hand,Colletidae,Colletinae,Paracolletini,Leioproctus,Exleycolletes,Leioproctus_flavomaculatus,Male,0.0445,0.038672,0.005828,2.798,1.8226172,1.718455539,13.7186,8.425591194
Apoidea,ALLO-AUS-95,Australasia,Australia,LK,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,N-Yell-Gully,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,Lasioglossum_leichardti,Female,0.0473,0.038672,0.008628,3.11,2.025854,1.910077458,11.606,7.128089702
Apoidea,ALLO-AUS-98,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,23/5/17,Bidens pilosa,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_australica,Male,0.0865,0.067166,0.019334,4.497,2.9293458,2.761935154,16.451,10.103757
Apoidea,ALLO-AUS-99,Australasia,Australia,LK,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,N-Yell,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,Lasioglossum_leichardti,Male,0.045,0.038672,0.006328,3.144,2.0480016,1.930959334,12.118,7.442546184
Apoidea,ALLO-AUS-100,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,23/5/17,Bidens pilosa,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0404,0.038672,0.001728,1.974,1.2858636,1.212377139,6.708,4.11987125
Apoidea,ALLO-AUS-102,Australasia,Australia,LK,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,N-Yell-Gully,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0562,0.038672,0.017528,3.296,2.1470144,2.024313602,14.117,8.670277643
Apoidea,ALLO-AUS-106,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Colletidae,Colletinae,Paracolletini,Leioproctus,Exleycolletes,Leioproctus_flavomaculatus,Male,0.046,0.038672,0.007328,3.033,1.9756962,1.862786151,12.832,7.881065575
Apoidea,ALLO-AUS-107,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Colletidae,Colletinae,Paracolletini,Leioproctus,Exleycolletes,Leioproctus_flavomaculatus,Male,0.0453,0.038672,0.006628,2.702,1.7600828,1.659494949,11.645,7.152042442
Apoidea,ALLO-AUS-108,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.1817,0.096176,0.085524,6.941,4.5213674,4.262973516,20.747,12.74224341
Apoidea,ALLO-AUS-112,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0438,0.038672,0.005128,2.713,1.7672482,1.66625085,11.228,6.895932378
Apoidea,ALLO-AUS-115,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,25/5/17,Vine,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.047,0.038672,0.008328,2.998,1.9528972,1.841290102,11.396,6.999113411
Apoidea,ALLO-AUS-120,Australasia,Australia,LK,COFFS,COFFSSherwood,-30.04,153.15,0,31/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.477,0.9621178,0.907133249,6.041,3.710217981
Apoidea,ALLO-AUS-121,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.1916,0.096176,0.095424,7.867,5.1245638,4.831697543,24.292,14.91948605
Apoidea,ALLO-AUS-122,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.1867,0.096176,0.090524,7.613,4.9591082,4.675697648,23.6409,14.51959813
Apoidea,ALLO-AUS-124,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_australica,Male,0.0586,0.038672,0.019928,4.403,2.8681142,2.704202909,16.776,10.30336316
Apoidea,ALLO-AUS-125,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,25/5/17,Vine,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0446,0.038672,0.005928,2.918,1.9007852,1.792156277,11.334,6.961034697
Apoidea,ALLO-AUS-126,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0438,0.038672,0.005128,2.727,1.7763678,1.674849269,11.199,6.878121366
Apoidea,ALLO-AUS-127,Australasia,Australia,LK,COFFS,COFFSKangaroo,-30.03,153.18,0,30/5/17,NA,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_cingulata,Female,0.161,0.096176,0.064824,6.523,4.2490822,4.006249279,20.469,12.57150337
Apoidea,ALLO-AUS-128,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Colletidae,Colletinae,Paracolletini,Leioproctus,Exleycolletes,Leioproctus_flavomaculatus,Male,0.0449,0.038672,0.006228,2.867,1.8675638,1.760833463,11.844,7.274262833
Apoidea,ALLO-AUS-129,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,25/5/17,Vine,Hand,Colletidae,Hylaeinae,Halictina,Hylaeus,Euprosopoides,Hylaeus_rotundiceps,Female,0.0476,0.038672,0.008928,3.214,2.0935996,1.973951431,11.845,7.274877006
Apoidea,ALLO-AUS-130,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_australica,Male,0.0597,0.038672,0.021028,4.463,2.9071982,2.741053278,16.3,10.0110169
Apoidea,ALLO-AUS-131,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,25/5/17,Farmers Friend,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_australica,Male,0.0621,0.038672,0.023428,4.363,2.8420582,2.679635996,15.694,9.638828174
Apoidea,ALLO-AUS-132,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,31/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0465,0.038672,0.007828,3.071,2.0004494,1.886124718,11.821,7.260136858
Apoidea,ALLO-AUS-133,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,31/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0019,0,0.0019,1.652,1.0761128,1.014613492,6.552,4.02406029
Apoidea,ALLO-AUS-139,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0015,0,0.0015,1.784,1.1620976,1.095684304,6.625,4.068894906
Apoidea,ALLO-AUS-140,Australasia,Australia,LK,COFFS,COFFSRoadside Weeds,-30,153.15,0,8/5/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp2,Male,0.0023,0,0.0023,2.006,1.3067084,1.232030669,8.236,5.058327313
Apoidea,ALLO-AUS-141,Australasia,Australia,LK,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,8/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.00095,0,0.00095,1.561,1.0168354,0.958723766,6.467,3.971855601
Apoidea,ALLO-AUS-141-2,Australasia,Australia,LK,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,8/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.00095,0,0.00095,1.547,1.0077158,0.950125346,6.016,3.694863661
Apoidea,ALLO-AUS-142,Australasia,Australia,LK,COFFS,COFFSFeatherstones,-30,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,Austroplebeia_australis,Female,0.0018,0,0.0018,2.219,1.4454566,1.362849479,6.5,3.992123304
Apoidea,ALLO-AUS-143,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0014,0,0.0014,1.772,1.1542808,1.08831423,6.071,3.728643166
Apoidea,ALLO-AUS-144,Australasia,Australia,LK,COFFS,COFFSFeatherstones,-30,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,Austroplebeia_australis,Female,0.0023,0,0.0023,2.266,1.4760724,1.391715601,6.231,3.826910816
Apoidea,ALLO-AUS-145,Australasia,Australia,LK,COFFS,COFFSFeatherstones,-30,153.1,0,2/5/17,NA,Vane,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,Austroplebeia_australis,Female,0.0026,0,0.0026,2.259,1.4715126,1.387416391,6.516,4.001950069
Apoidea,ALLO-AUS-146,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,4/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp2,Female,0.003,0,0.003,1.82,1.185548,1.117794525,7.975,4.898028208
Apoidea,ALLO-AUS-147,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,2/5/17,NA,Vane,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,Austroplebeia_australis,Female,0.0023,0,0.0023,2.153,1.4024642,1.322314073,6.483,3.981682366
Apoidea,ALLO-AUS-148,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,3/5/17,NA,Vane,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0016,0,0.0016,2.005,1.306057,1.231416496,6.594,4.049855549
Apoidea,ALLO-AUS-149,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,3/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_hemichalceum,Female,0.0015,0,0.0015,1.666,1.0852324,1.023211911,7.093,4.356327784
Apoidea,ALLO-AUS-150,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,2/5/17,NA,Vane,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,Austroplebeia_australis,Female,0.0023,0,0.0023,2.249,1.4649986,1.381274663,6.628,4.070737424
Apoidea,ALLO-AUS-151,Australasia,Australia,LK,COFFS,COFFSFeatherstones,-30,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0014,0,0.0014,1.725,1.123665,1.059448108,6.017,3.695477834
Apoidea,ALLO-AUS-152,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,Austroplebeia_australis,Female,0.0023,0,0.0023,2.171,1.4141894,1.333369184,6.279,3.856391112
Apoidea,ALLO-AUS-153,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,Austroplebeia_australis,Female,0.0021,0,0.0021,1.999,1.3021486,1.227731459,5.936,3.645729836
Apoidea,ALLO-AUS-157,Australasia,Australia,LK,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,9/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0799,0.067166,0.012734,3.207,2.0890398,1.969652221,13.297,8.166655934
Apoidea,ALLO-AUS-158,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/5/17,NA,Vane,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp3,Female,0.0744,0.067166,0.007234,2.915,1.898831,1.790313759,12.4,7.615742918
Apoidea,ALLO-AUS-161,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,9/5/17,Camellia,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0697,0.067166,0.002534,1.972,1.2845608,1.211148793,6.391,3.925178467
Apoidea,ALLO-AUS-162,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,9/5/17,Camellia,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0691,0.067166,0.001934,1.97,1.283258,1.209920448,6.237,3.830595853
Apoidea,ALLO-AUS-164,Australasia,Australia,LK,COFFS,COFFSroadside weeds,-30,153.15,0,9/5/17,Bidens pilosa,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0701,0.067166,0.002934,2.344,1.5268816,1.439621081,11.307,6.944452031
Apoidea,ALLO-AUS-165,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,-30,153.15,0,5/5/17,Bidens pilosa,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0717,0.067166,0.004534,2.198,1.4317772,1.34995185,10.695,6.568578267
Apoidea,ALLO-AUS-167,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_cingulata,Female,0.1126,0.067166,0.045434,5.988,3.9005832,3.677666822,19.675,12.08385015
Apoidea,ALLO-AUS-168,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,5/5/17,NA,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_asserta,Female,0.1247,0.067166,0.057534,5.426,3.5344964,3.3325017,20.089,12.3381177
Apoidea,ALLO-AUS-169,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,4/5/17,NA,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_cingulata,Female,0.1323,0.067166,0.065134,6.263,4.0797182,3.846564347,22.45,13.78817972
Apoidea,ALLO-AUS-170,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,9/5/17,Camellia,Hand,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,Austroplebeia_australis,Female,0.0696,0.067166,0.002434,2.533,1.6499962,1.555699743,6.72,4.127241324
Apoidea,ALLO-AUS-171,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/5/17,NA,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_cingulata,Male,0.0913,0.067166,0.024134,4.902,3.1931628,3.010675144,14.479,8.892608203
Apoidea,ALLO-AUS-172,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,4/5/17,NA,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_cingulata,Female,0.1192,0.067166,0.052034,6.207,4.0432398,3.812170669,20.537,12.61326712
Apoidea,ALLO-AUS-173,Australasia,Australia,LK,COFFS,COFFSFeatherstones,-30,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_asserta,Female,0.1077,0.067166,0.040534,5.446,3.5475244,3.344785156,19.171,11.77430706
Apoidea,ALLO-AUS-174,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,9/5/17,Camellia,Hand,Apidae,Apinae,Meliponini,Austroplebeia,Austroplebeia,Austroplebeia_australis,Female,0.0695,0.067166,0.002334,2.396,1.5607544,1.471558067,7.193,4.417745065
Apoidea,ALLO-AUS-175,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/5/17,NA,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_cingulata,Male,0.096,0.067166,0.028834,5.278,3.4380892,3.241604123,16.006,9.830450093
Apoidea,ALLO-AUS-176,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/5/17,NA,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_cingulata,Female,0.1046,0.067166,0.037434,5.823,3.7931022,3.576328308,20.39,12.52298372
Apoidea,ALLO-AUS-177,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,9/5/17,Camellia,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0698,0.067166,0.002634,1.776,1.1568864,1.090770921,5.956,3.658013292
Apoidea,ALLO-AUS-179,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Hand,Apidae,Apinae,Anthophorini,Amegilla,Asaropoda,Amegilla_bombiformis,Female,0.1635,0.067166,0.096334,7.1751,4.67386014,4.406751372,26.1596,16.0665152
Apoidea,ALLO-AUS-180,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Koptortosoma,Xylocopa_lieftincki,Female,0.3805,0.067166,0.313334,11.8094,7.69264316,7.253012453,35.4796,21.79060584
Apoidea,ALLO-AUS-181,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Koptortosoma,Xylocopa_lieftincki,Female,0.348,0.067166,0.280834,11.604,7.5588456,7.126861357,35.114,21.56606426
Apoidea,ALLO-AUS-182,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.1757,0.067166,0.108534,8.155,5.312167,5.008579314,24.477,15.03310802
Apoidea,ALLO-AUS-183,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.1604,0.067166,0.093234,7.478,4.8711692,4.592784318,25.3094,15.54434547
Apoidea,ALLO-AUS-184,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0744,0.067166,0.007234,2.886,1.8799404,1.772502747,10.623,6.524357824
Apoidea,ALLO-AUS-185,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0728,0.067166,0.005634,2.707,1.7633398,1.662565813,10.494,6.445129531
Apoidea,ALLO-AUS-186,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_sphecodoides,Female,0.0732,0.067166,0.006034,2.366,1.5412124,1.453132883,10.4665,6.428239779
Apoidea,ALLO-AUS-188,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0013,0,0.0013,1.732,1.1282248,1.063747317,6.234,3.828753335
Apoidea,ALLO-AUS-189,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0016,0,0.0016,1.948,1.2689272,1.196408646,6.248,3.837351754
Apoidea,ALLO-AUS-190,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0015,0,0.0015,1.834,1.1946676,1.126392945,6.001,3.685651069
Apoidea,ALLO-AUS-191,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0015,0,0.0015,1.752,1.1412528,1.076030774,7.299,4.482847384
Apoidea,ALLO-AUS-192,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0019,0,0.0019,1.794,1.1686116,1.101826032,7.372,4.527682
Apoidea,ALLO-AUS-193,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.002,0,0.002,1.652,1.0761128,1.014613492,7.101,4.361241166
Apoidea,ALLO-AUS-194,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0019,0,0.0019,1.702,1.1086828,1.045322133,8.186,5.027618672
Apoidea,ALLO-AUS-195,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0015,0,0.0015,1.731,1.1275734,1.063133144,7.027,4.315792378
Apoidea,ALLO-AUS-196,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0012,0,0.0012,1.605,1.045497,0.98574737,7.035,4.320705761
Apoidea,ALLO-AUS-204,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Bottlebrush,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,Lasioglossum_sulthicum,Female,0.0797,0.067166,0.012534,3.284,2.1391976,2.016943528,12.749,7.830089231
Apoidea,ALLO-AUS-205,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Rosemary,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_hamulata,Female,0.0725,0.067166,0.005334,2.7514,1.79226196,1.689835086,11.4706,7.044930703
Apoidea,ALLO-AUS-206,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Rosemary,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_hamulata,Female,0.074,0.067166,0.006834,2.678,1.7444492,1.644754801,11.914,7.31725493
Apoidea,ALLO-AUS-207,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Rosemary,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_hamulata,Female,0.0727,0.067166,0.005534,2.751,1.7920014,1.689589417,12.076,7.416750926
Apoidea,ALLO-AUS-208,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Rosemary,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_hamulata,Female,0.0725,0.067166,0.005334,2.417,1.5744338,1.484455696,10.342,6.351775263
Apoidea,ALLO-AUS-209,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Rosemary,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_hamulata,Female,0.0731,0.067166,0.005934,2.627,1.7112278,1.613431988,12.025,7.385428112
Apoidea,ALLO-AUS-211,Australasia,Australia,LK,CSIRO,CSIRO_BRIS_COTTON,-27.12,151.08,90,11/12/16,20826,Pan_trap,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_homsp1,Female,0.0688,0.067166,0.001634,2.063,1.3438382,1.267038519,9.598,5.894830688
Apoidea,ALLO-AUS-213,Australasia,Australia,LK,CSIRO,CSIRO_BRIS_COTTON,-27.06,151.04,90,11/12/16,20717,Pan_trap,Colletidae,Hylaeinae,Halictina,Hylaeus,Euprosopis,Hylaeus_elegans,Male,0.0684,0.067166,0.001234,2.496,1.6258944,1.532975349,10.898,6.693255349
Apoidea,ALLO-AUS-214,Australasia,Australia,LK,CSIRO,CSIRO_BRIS_COTTON,-27.26,151.22,90,11/12/16,20675,Pan_trap,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_homsp1,Female,0.0683,0.067166,0.001134,2.211,1.4402454,1.357936096,10.81,6.639208141
Apoidea,ALLO-AUS-215,Australasia,Australia,LK,CSIRO,CSIRO_BRIS_COTTON,-27.06,151.04,90,11/12/16,20703,Pan_trap,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_lipsp1,Female,0.0713,0.067166,0.004134,3.047,1.9848158,1.87138457,12.577,7.724451507
Apoidea,ALLO-AUS-221,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.0561,0.038672,0.017428,4.615,3.006211,2.834407546,14.104,8.662293397
Apoidea,ALLO-AUS-222,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0406,0.038672,0.001928,1.828,1.1907592,1.122707908,6.569,4.034501228
Apoidea,ALLO-AUS-223,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0411,0.038672,0.002428,1.948,1.2689272,1.196408646,6.215,3.817084051
Apoidea,ALLO-AUS-225,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0411,0.038672,0.002428,2.001,1.3034514,1.228959805,6.066,3.725572302
